url	download_complete
ngs.ics.uci.edu/category/general-updates/page/17	complete
www.ics.uci.edu/~jnnorton	complete
ngs.ics.uci.edu/category/general-updates/page/11	complete
sli.ics.uci.edu/Library	complete
ngs.ics.uci.edu/category/general-updates/page/13	complete
ngs.ics.uci.edu/category/general-updates/page/12	complete
wics.ics.uci.edu?p=3741	complete
ngs.ics.uci.edu/eventweb9-causality-deterministic/feed	complete
ngs.ics.uci.edu/lifelog-made-easy	complete
ngs.ics.uci.edu/category/general-updates/page/19	complete
ngs.ics.uci.edu/category/general-updates/page/18	complete
cml.ics.uci.edu/tag/news/page/6	complete
sli.ics.uci.edu/Site/EditQuickReference	complete
www.ics.uci.edu/prospective/ko/degrees/ics-undeclared-pre-major	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=140&format=txt	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fpapers%2Fcomputational-field-geology%2F	complete
sdcl.ics.uci.edu?p=907	complete
cbcl.ics.uci.edu/doku.php?id=data&do=backlink	complete
duttgroup.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fduttgroup.ics.uci.edu%2F2018%2F10%2F13%2Fwon-first-place-at-student-design-contest-held-by-16th-international-system-on-chip-conference%2F&format=xml	complete
ngs.ics.uci.edu/photos-a-new-challenge-3/feed	complete
www.ics.uci.edu/bugproject/index.html	complete
wics.ics.uci.edu/first-wics-meeting-of-winter-14?share=twitter	complete
www.ics.uci.edu/portfolio.html	complete
ngs.ics.uci.edu/extreme-stories13	complete
jgarcia.ics.uci.edu?p=481	complete
sli.ics.uci.edu/Classes/2014S-274b?action=download&upname=08-clique-trees.pdf	complete
futurehealth.ics.uci.edu/wp-json	complete
transformativeplay.ics.uci.edu?p=955	complete
ngs.ics.uci.edu/tag/integrative-health	complete
sli.ics.uci.edu/PmWiki/OtherVariables	complete
sli.ics.uci.edu/Classes/2016W-178?action=download&upname=HW3s-old.pdf	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHepg2H3k36me3StdAlnRep1.REF_chr19.bam	complete
ngs.ics.uci.edu/teacher/feed	complete
wics.ics.uci.edu/brownie-troops-computer-expert-badge?share=facebook	complete
sli.ics.uci.edu/Classes/2012S-274b?action=download&upname=HW2soln.pdf	complete
sli.ics.uci.edu/Classes/2011W-178?action=download&upname=HW5.zip	complete
cbcl.ics.uci.edu/doku.php/start?do=export_raw	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneNhekCtcfStdAlnRep2.REF_chr19.bam	complete
www.ics.uci.edu/publications/r78.html	complete
wics.ics.uci.edu/gen-meeting-and-mentorship-14?share=google-plus-1	complete
ngs.ics.uci.edu/tag/big-data/feed	complete
www.ics.uci.edu/ugrad/courses/index	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fspreading-joy%2F&format=xml	complete
www.ics.uci.edu/143A/index.html	complete
www.ics.uci.edu/community/news/view_news.php?id=1425	complete
swiki.ics.uci.edu/doku.php/start?tab_files=files&do=media&ns=hardware%3Acluster	complete
ngs.ics.uci.edu/china-trip-nov-20063	complete
duttgroup.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fduttgroup.ics.uci.edu%2Fprojects%2Fself-aware-adaptive-computing%2Fupr%2F	complete
ngs.ics.uci.edu/china-trip-nov-20064	complete
ngs.ics.uci.edu/real-reality/feed	complete
www.ics.uci.edu/prospective/en/contact/student-affairs	complete
www.ics.uci.edu/google_setup.php	complete
cradl.ics.uci.edu/identity-design-in-virtual-worlds-published-at-is-eud-2013	complete
transformativeplay.ics.uci.edu?p=1258	complete
www.ics.uci.edu/publications/r149.html	complete
wics.ics.uci.edu/wics-spring-quarter-week-8-amazon-alexa-skill-workshop?share=twitter	complete
cml.ics.uci.edu/2011/09/2011_wellingpami	complete
wics.ics.uci.edu/fall-quarter-2016-wk-7-summer-internship-panel?share=google-plus-1	complete
tutors.ics.uci.edu/index.php/tutor-resources	complete
wearablegames.ics.uci.edu?p=34	complete
sli.ics.uci.edu/PmWiki/GroupAttributes?action=edit	complete
cbcl.ics.uci.edu/doku.php/software?do=export_raw	complete
www.ics.uci.edu/EMBC_2014.bib	complete
mhcid.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmhcid.ics.uci.edu%2Fadmissions%2Fadmissions-overview%2Fapplicant-portfolio%2F&format=xml	complete
www.ics.uci.edu/~jutts/8	complete
www.ics.uci.edu/faculty/area/area_biomed.php	complete
wics.ics.uci.edu/wics-spring-quarter-week-6-acing-the-technical-interview-with-the-portal/feed	complete
sdcl.ics.uci.edu?p=1665	complete
ngs.ics.uci.edu/seraja-reincarnation-at-uci	complete
www.ics.uci.edu/comp.postmode.R	complete
www.ics.uci.edu/Student0405.txt	complete
emj.ics.uci.edu/wp-content/emj/uploads/MjolsnessCunhaPMAV24Oct2012	incomplete
wics.ics.uci.edu/winter-quarter-2017-mock-technical-interviews-prep-workshop/feed	complete
www.ics.uci.edu/spotlight_lamb.php	complete
sdcl.ics.uci.edu/2013/05/isr-research-forum-2	complete
wics.ics.uci.edu/winter-quarter-2017-week-8-wics-mentorship-baked-goods-potluck-and-movie-night	incomplete
sdcl.ics.uci.edu/people/previous-members/feed	complete
mcs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmcs.ics.uci.edu%2Fcurrent-students%2Fresources%2Fforms%2F	complete
ngs.ics.uci.edu//s.w.org	complete
cbcl.ics.uci.edu/doku.php/data?do=backlink	complete
www.ics.uci.edu/computing/account/new	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHepg2H3k36me3StdAlnRep2.REF_chr19.bam	complete
mhcid.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmhcid.ics.uci.edu%2Fprogram%2Fcurriculum%2F&format=xml	complete
www.ics.uci.edu/spotlight_welcome_week_2013.php	complete
mhcid.ics.uci.edu/admissions/admissions-overview	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/DentalData.txt	complete
www.ics.uci.edu/~eli/courses/cs153-f09/p6.txt	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/DogMixedModel.txt	complete
ngs.ics.uci.edu/life-and-memories/feed	complete
www.ics.uci.edu/~ihler/papers/abs.html	complete
duttgroup.ics.uci.edu/publications?limit=3&	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2007%2F12%2F2007_newfaculty%2F	complete
sli.ics.uci.edu/Profiles/DownloadLaguMp3TerbaruGratis?action=edit	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-mentorship-program%2F&format=xml	complete
ngs.ics.uci.edu/in-london/feed	complete
www.ics.uci.edu/%7Egts/contact.html	complete
sli.ics.uci.edu/Classes/2011S-274a?action=download&upname=CS274a_L06.pdf	complete
sli.ics.uci.edu/Grants/2008SciSIP	complete
ngs.ics.uci.edu/tag/representations	complete
ngs.ics.uci.edu/tata-and-rs-1-lakh-car	complete
wics.ics.uci.edu/fall-quarter-2017-week-5-wics-mentorship-reveal?share=facebook	complete
sli.ics.uci.edu/Classes/2016S-274b?action=download&upname=VarElim.pdf	complete
wics.ics.uci.edu/girls-who-code?share=twitter	complete
sli.ics.uci.edu/Classes/2010W-178?action=download&upname=178_L18.pdf	complete
wics.ics.uci.edu?p=1074	complete
transformativeplay.ics.uci.edu/jeffrey-bryan	complete
wics.ics.uci.edu?p=1076	complete
wics.ics.uci.edu/wics-co-hosts-google-panel/feed	complete
wics.ics.uci.edu/gen-meeting-and-mentorship-14/feed	complete
cml.ics.uci.edu?p=747	complete
www.ics.uci.edu/publications/r63.html	complete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199	complete
www.ics.uci.edu/services.html	complete
www.ics.uci.edu/~jain/presentations	complete
ngs.ics.uci.edu/workshops-at-acm-multimedia/feed	complete
ngs.ics.uci.edu/pacific-rim-multimedia-conference-day-1	complete
ngs.ics.uci.edu/pacific-rim-multimedia-conference-day-2	complete
wics.ics.uci.edu/study-session?share=facebook	complete
wics.ics.uci.edu/wics-winter-quarter-week-3-vmware-info-session	complete
wics.ics.uci.edu/winter-quarter-2017-mock-technical-interviews-prep-workshop	complete
ngs.ics.uci.edu/1012/feed	complete
mondego.ics.uci.edu/projects/clonedetection/tool	incomplete
www.ics.uci.edu/alfred_ccs15.bib	complete
www.ics.uci.edu/~sswamida	complete
www.ics.uci.edu/~jutts/st13v-06	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHsmmtH3k4me2StdAlnRep1.REF_chr19.bam	complete
sli.ics.uci.edu/Classes/2012F-178?action=download&upname=HW4-5.zip	complete
wics.ics.uci.edu/event/week-5-mobile-and-web-architecture-workshop-w-the-portal?ical=1	complete
wics.ics.uci.edu/week-6-socal-gas-company?share=twitter	complete
cradl.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcradl.ics.uci.edu%2Fpamela-hinds-visits-informatics-cradl%2F&format=xml	complete
sdcl.ics.uci.edu/2016/01/new-scholarship	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2016%2F03%2Flee-was-awarded-the-ibm-fellowship%2F&format=xml	complete
seal.ics.uci.edu/ICC_allSols.txt	complete
cml.ics.uci.edu/wp-json	complete
wics.ics.uci.edu/masimo-presents-the-hidden-job-market	complete
sli.ics.uci.edu/PmWiki/BackupAndRestore?action=login	complete
ngs.ics.uci.edu/tag/photosharing/feed	complete
ngs.ics.uci.edu/nagpur-trip-2007	complete
cradl.ics.uci.edu/wp-includes/wlwmanifest.xml	complete
cml.ics.uci.edu/2006/10/2006_cmlnips	complete
cbcl.ics.uci.edu/doku.php/teaching/cs295w11/start?do=	complete
cml.ics.uci.edu/2007/12/2007_yahoogift/feed	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2010%2F05%2F2010_vandykims%2F	complete
www.ics.uci.edu/contact.htm	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneGm12878H3k9me3StdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/computing/policy/index.php	complete
mhcid.ics.uci.edu/program/events	complete
ngs.ics.uci.edu/social-systems-and-big-data/feed	complete
ngs.ics.uci.edu/is-this-bitterness-or-real-belief	complete
wics.ics.uci.edu/inittogether?share=twitter	complete
swiki.ics.uci.edu/doku.php/projects:maint-summer-2018?idx=software	complete
wics.ics.uci.edu/wics-co-hosts-google-panel	complete
ngs.ics.uci.edu/extreme-stories13/feed	complete
sli.ics.uci.edu/SiteAdmin/SiteAdmin	complete
www.ics.uci.edu/~aces/publications.htm	complete
sli.ics.uci.edu/Classes/CSE181?action=download&upname=2009Expo_047.jpg	complete
wics.ics.uci.edu/android-app-finale?share=twitter	complete
www.ics.uci.edu/markdowndemo.Rmd	complete
cwicsocal18.ics.uci.edu/sponsors/sponsor-information	complete
www.ics.uci.edu/~alexv/pubs.html	complete
www.ics.uci.edu/access.php	complete
sli.ics.uci.edu/PmWiki/MyNewPage?action=login	complete
ngs.ics.uci.edu/tag/foodlog	complete
mondego.ics.uci.edu	complete
jgarcia.ics.uci.edu?feed=rss2&p=481	complete
swiki.ics.uci.edu/doku.php/announce:fall-2018?do=revisions	complete
mhcid.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmhcid.ics.uci.edu%2Fadmissions%2Fonline-information-sessions%2F	complete
sli.ics.uci.edu/video/cs178/Lecture26.html	complete
wics.ics.uci.edu/annual-mentorship-program-2013/feed	complete
wics.ics.uci.edu/wics-fall-quarter-week-1-first-general-meeting	complete
sli.ics.uci.edu/Ihler/RecentChanges?action=login	complete
www.ics.uci.edu/._Jan23rd_Databases.txt	complete
ngs.ics.uci.edu/experiential-analysis	complete
sli.ics.uci.edu/Classes/2011W-178?action=download&upname=CS178_L15a.pdf	complete
ngs.ics.uci.edu/social-pixels	complete
www.ics.uci.edu/publications/r241.html	complete
ngs.ics.uci.edu?p=706	complete
www.ics.uci.edu/prospective/ko/degrees/minors	complete
tutors.ics.uci.edu/index.php/tutor-coordinators	complete
ngs.ics.uci.edu?p=701	complete
cwicsocal18.ics.uci.edu/sponsors/current-sponsors	complete
ngs.ics.uci.edu/telepresence	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ssp05.ps	complete
ngs.ics.uci.edu/eventweb-and-saving-lives	complete
www.ics.uci.edu/~jutts/7-W13	complete
futurehealth.ics.uci.edu/news-events/meetings	complete
ngs.ics.uci.edu/language-and-the-eventweb	complete
wics.ics.uci.edu/wics-first-general-spring-quarter-meeting	complete
sli.ics.uci.edu/Classes/2010W-178?action=download&upname=HW4.pdf	complete
www.ics.uci.edu/~skong2/recurrentDepthSeg	complete
computableplant.ics.uci.edu/publications.html	complete
www.ics.uci.edu/prospective/ko/contact/student-affairs	complete
ngs.ics.uci.edu/tag/bad-news	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=144&format=txt	complete
cwicsocal18.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcwicsocal18.ics.uci.edu%2Fsponsors%2Fcurrent-sponsors%2F&format=xml	complete
sli.ics.uci.edu/Projects/Projects?action=login	complete
sli.ics.uci.edu/Classes/2014S-274b?action=download&upname=05-learning-BNs.pdf	complete
wics.ics.uci.edu/web-development-projects-awards	complete
computableplant.ics.uci.edu/papers/2002/BGRS-2002-KAP-abstract.html	complete
wics.ics.uci.edu/fall-quarter-2016-week-3-pwc-info-session	complete
ipubmed.ics.uci.edu/about.html	complete
sli.ics.uci.edu/Classes/2010W-178?action=download&upname=Mid_soln.pdf	complete
sli.ics.uci.edu/solvers/exact	complete
www.ics.uci.edu/Jobs.htm	complete
cml.ics.uci.edu?page=events&subPage=dss_schedule	complete
sli.ics.uci.edu/Classes/2012F-178-Comments?action=login	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fbecoming-impatient%2F&format=xml	complete
mhcid.ics.uci.edu/feed	complete
www.ics.uci.edu/restore.php	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fmasimo-presents-the-hidden-job-market%2F	complete
cbcl.ics.uci.edu/doku.php?id=software&do=	complete
www.ics.uci.edu/publications/r131.html	complete
wics.ics.uci.edu/event/mentorship-banquet	complete
wics.ics.uci.edu/wics-summer-session-workshop?share=google-plus-1	complete
www.ics.uci.edu/190111.html	complete
wics.ics.uci.edu/spring-quarter-2017-week-1-general-meeting?share=facebook	complete
www.ics.uci.edu/publications/r108.html	complete
wics.ics.uci.edu/wics-fall-quarter-week-0-anteater-involvement-fair/feed	complete
ngs.ics.uci.edu/research/presentations/feed	complete
emj.ics.uci.edu/papers/computational-field-geology	complete
swiki.ics.uci.edu/doku.php/projects:maint-winter-2019?do=export_raw	complete
sli.ics.uci.edu/Johutchi-Private/AddSideBar	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fprojects%2F	complete
wics.ics.uci.edu/category/news/page/11	complete
wics.ics.uci.edu/category/news/page/10	complete
wics.ics.uci.edu/category/news/page/13	complete
wics.ics.uci.edu/category/news/page/12	complete
sli.ics.uci.edu/PmWiki/PagelistVariables	complete
emj.ics.uci.edu/wp-login.php?action=lostpassword	complete
cradl.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcradl.ics.uci.edu%2Fpeople%2Fhiroko-wilensky%2F&format=xml	complete
ngs.ics.uci.edu/rising-wages-in-india-starting-to-hurt	complete
www.ics.uci.edu/miccai_talk.pps	complete
sli.ics.uci.edu/Classes/2016W-178?action=download&upname=04_percept_notes.pdf	complete
wics.ics.uci.edu?p=196	complete
duttgroup.ics.uci.edu/wp-login.php?redirect_to=https%3A%2F%2Fduttgroup.ics.uci.edu%2F2017%2F09%2F26%2F2017-fall-quarter-welcoming-bbq%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Flifelesson-1-get-bad-news-as-soon-as-possible%2F&format=xml	complete
www.ics.uci.edu/publications.html	complete
wics.ics.uci.edu/events/2017-10-05	complete
www.ics.uci.edu/~jutts/201-F13	complete
cml.ics.uci.edu?p=516	complete
sli.ics.uci.edu/Johutchi-Private	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHepg2H3k4me3StdAlnRep1.REF_chr19.bam	complete
ngs.ics.uci.edu/india-has-the-brains-but	complete
ngs.ics.uci.edu/personal/favorite-books	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=elzarki	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fweek-3-wicsvgdc-workshop%2F&format=xml	complete
www.ics.uci.edu/238P/index.html	complete
www.ics.uci.edu/~respond	complete
cbcl.ics.uci.edu/doku.php/start?do=backlink	complete
www.ics.uci.edu/~schark/spaa95.ps.Z	complete
ngs.ics.uci.edu/microsoft-search-lab	complete
ngs.ics.uci.edu/internet-features-on-tv-in-india/feed	incomplete
ngs.ics.uci.edu/divorces-in-india	complete
sdcl.ics.uci.edu/2015/12/simse	complete
grape.ics.uci.edu/._.DS_Store	complete
mondego.ics.uci.edu/projects/clonedetection/tool/latest	complete
transformativeplay.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftransformativeplay.ics.uci.edu%2Fclasses%2Fics-163-mobile-ubiquitous-games%2F&format=xml	complete
www.ics.uci.edu/courses/CS284A/index.html	complete
ngs.ics.uci.edu/visual-time-machine	complete
www.ics.uci.edu/research/data caps.html	complete
www.ics.uci.edu/research/non neutral incentives.html	complete
cloudberry.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcloudberry.ics.uci.edu%2Fprof-li-give-talks-about-cloudberry-at-salesforce-and-huawei%2F&format=xml	complete
www.ics.uci.edu/hw4sol_R.txt	complete
flamingo.ics.uci.edu/..	complete
wics.ics.uci.edu/inittogether/feed	complete
www.ics.uci.edu/publications/r110.html	complete
sdcl.ics.uci.edu/2014/02/new-scholarships	complete
www.ics.uci.edu/Mar6_BigData_Economics.txt	complete
cradl.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcradl.ics.uci.edu%2Fis-eud-2013-submission-deadline-is-fast-approaching-submit-your-work-by-january-11-2013%2F	complete
www.ics.uci.edu/prospective/en/careers/alumni	complete
flamingo.ics.uci.edu/releases/4.0	complete
flamingo.ics.uci.edu/releases/4.1	complete
sli.ics.uci.edu/Classes/2009S?action=download&upname=CS177_HW4S.pdf	complete
ngs.ics.uci.edu/teaching/current-courses/feed	complete
ngs.ics.uci.edu/a9-scaling-back-key-features	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fstructured-and-unstructured-data-3-competence-and-performance%2F&format=xml	complete
cbcl.ics.uci.edu/doku.php?do=export_xhtml&id=data	incomplete
www.ics.uci.edu/faculty/index.php?letter=R	complete
www.ics.uci.edu/oneparameter.html	complete
www.ics.uci.edu/about/about_factsfigures.php	complete
cml.ics.uci.edu/feed	complete
computableplant.ics.uci.edu/erleap	complete
wics.ics.uci.edu/events/2018-05-08?ical=1/	complete
wics.ics.uci.edu/winter-quarter-2017-week-1-general-meeting?share=facebook	complete
www.ics.uci.edu/publications/r228.html	complete
wics.ics.uci.edu/wp-json/tribe/events/v1/events/723	complete
duttgroup.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fduttgroup.ics.uci.edu%2F2017%2F12%2F05%2Fimans-goodbye-lunch%2F&format=xml	complete
netreg.ics.uci.edu	complete
www.ics.uci.edu/community/events/openhouse/video_wow.html	complete
ngs.ics.uci.edu/hawaii-vacation-photos/feed	complete
ngs.ics.uci.edu/protectionism-in-difficult-time/feed	complete
www.ics.uci.edu/spotlight_ang.php	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fprofessionalsocial%2Frecognitions%2F&format=xml	complete
www.ics.uci.edu/~schark/veronica/thesis.ps.Z	complete
www.ics.uci.edu/publications/r211.html	complete
ngs.ics.uci.edu/photos-a-new-challenge-3	complete
sli.ics.uci.edu/Classes/2012W-178?action=download&upname=HW3.zip	complete
www.ics.uci.edu/~pr-react	complete
cbcl.ics.uci.edu/doku.php?id=publications&do=backlink	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fgoogle-career-panel%2F	complete
www.ics.uci.edu/community/news/articles/view_article?id=344	complete
mcs.ics.uci.edu/current-students/mcs-grade-policy	complete
sli.ics.uci.edu/Classes/2012W-178?action=download&upname=cs178-m11.pdf	complete
sdcl.ics.uci.edu/2014/11/nick-dissertation-award	complete
sli.ics.uci.edu/Classes/2013S-77B?action=download&upname=jester-test.csv	complete
ngs.ics.uci.edu/special-effects-in-indian-tv	complete
sli.ics.uci.edu/Classes/2015F-179?action=download&upname=HW7.pdf	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fannual-mentorship-program-2013%2F	complete
wics.ics.uci.edu/wics-first-general-meeting/img_1623	complete
www.ics.uci.edu/FPS/05S/syllabus.htm	complete
wics.ics.uci.edu/wics-fall-quarter-week-3-wics-games	complete
ngs.ics.uci.edu/more-experiences-in-china	complete
sli.ics.uci.edu/Classes/2013-iCamp?action=download&upname=yelp_validate.mat	complete
wics.ics.uci.edu?p=1718	complete
sli.ics.uci.edu/PmWiki/PmWiki?action=login	complete
www.ics.uci.edu/EmployeeExample	complete
sli.ics.uci.edu/misc/cs179/pyGM_CSP_2.html	complete
wics.ics.uci.edu/recurse-center	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneH1hescH3k9acStdAlnRep1.REF_chr19.bam	complete
mcs.ics.uci.edu?p=417	complete
www.ics.uci.edu/~xhx/publications/Xie_AMCNE.pdf"	complete
www.ics.uci.edu/~dvk/pub/TODS06_dvk.html	complete
wics.ics.uci.edu/week-10-hour-of-code?share=google-plus-1	complete
cml.ics.uci.edu/2012/07/2012_fellowships/feed	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2014%2F10%2Fplateau-2014%2F&format=xml	complete
www.ics.uci.edu/publications/r162a.html	complete
sli.ics.uci.edu/Classes/2016W-178?action=download&upname=HW2.pdf	complete
cml.ics.uci.edu/2017/11/phd-students-win-best-poster-awards/feed	complete
cml.ics.uci.edu/2015/02/alexander-ihler-gives-short-course-on-approximate-inference-at-mlss/feed	complete
cradl.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcradl.ics.uci.edu%2Four-paper-on-extracting-insights-from-cloud-based-ides-received-innovation-and-potential-impact-award-in-icse-2014%2F	complete
sli.ics.uci.edu/Classes/CSE181?action=download&upname=2009Expo_040.jpg	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2010%2F04%2F2010_newmaneager%2F	complete
wics.ics.uci.edu/events/2017-11-23?ical=1/	complete
sdcl.ics.uci.edu/2015/02/we-won-the-reddit-hackathon	complete
sli.ics.uci.edu/PmWiki/UTF-8	complete
www.ics.uci.edu/MICCAI_2016.bib	complete
ngs.ics.uci.edu/tag/photos/page/2	complete
ngs.ics.uci.edu/tag/gastroesophageal-cancer/feed	complete
www.ics.uci.edu/CH01PR27.txt	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneNhekH4k20me1StdAlnRep3.REF_chr19.bam	complete
computableplant.ics.uci.edu/alphasite/index.html	complete
ngs.ics.uci.edu/tag/chronicles	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHuvecH3k27acStdAlnRep3.REF_chr19.bam	complete
sli.ics.uci.edu/PmWiki/SitePreferences?action=login	complete
wics.ics.uci.edu/wics-goes-to-blizzard	complete
ngs.ics.uci.edu/tag/flight-recorder/feed	complete
wics.ics.uci.edu/events?ical=1	complete
wics.ics.uci.edu/first-project-meeting-by-wics?share=twitter	complete
ngs.ics.uci.edu/increasing-video-apps/feed	complete
sli.ics.uci.edu/Classes/2016W-178?action=download&upname=03_linreg.pdf	complete
wics.ics.uci.edu/wics-fall-quarter-week-10-wics-potluck?share=twitter	complete
swiki.ics.uci.edu/doku.php/projects:maint-winter-2019?idx=courses	complete
duttgroup.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fduttgroup.ics.uci.edu%2F2018%2F09%2F25%2Ffall18-kick-off-and-welcome-bbq-party%2F&format=xml	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneH1hescH3k4me1StdAlnRep1.REF_chr19.bam	complete
futurehealth.ics.uci.edu/about	complete
jgarcia.ics.uci.edu?feed=comments-rss2	complete
sdcl.ics.uci.edu/2012/02/calico-demo-available	complete
sli.ics.uci.edu/Classes/CSE181?action=login	complete
swiki.ics.uci.edu/doku.php/start?ns=commands&tab_files=files&do=media	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-1-first-general-meeting%2F&format=xml	complete
ngs.ics.uci.edu/partners/current-students	complete
ngs.ics.uci.edu/metamorphosis-of-india	complete
ngs.ics.uci.edu/tag/mchron	incomplete
wics.ics.uci.edu/first-wics-meeting-of-winter-14/feed	complete
sli.ics.uci.edu/Classes/2015F-179?action=download&upname=L02b-LocalSearch.pdf	complete
www.ics.uci.edu/about/visit/index.php	complete
www.ics.uci.edu/~wjohnson/BIDA/AppendixC/leukemia.txt	complete
sli.ics.uci.edu/Category/Spam	complete
sprout.ics.uci.edu/projects/usec/usec.html	incomplete
www.ics.uci.edu/~ajfrank	complete
sdcl.ics.uci.edu/tag/collaboration	complete
ngs.ics.uci.edu?p=1697	complete
www.ics.uci.edu/www.srch2.com	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fdumbing-down-or-freeing-for-creativity%2F	complete
ngs.ics.uci.edu?p=1690	complete
wics.ics.uci.edu/week-3-resume-workshop	complete
ngs.ics.uci.edu/computer-vision-research	complete
fr.ics.uci.edu/chilepersonfinder	complete
ngs.ics.uci.edu/electronic-cultural-atlas-initiative-workshop	complete
sli.ics.uci.edu/Classes/2015W-178?action=download&upname=21-clustering.pdf	complete
www.ics.uci.edu/prospective/en/opportunities/entrepreneurship	complete
graphics.ics.uci.edu/PA\Images2	complete
sli.ics.uci.edu/PmWiki/PageVariables?action=login	complete
wics.ics.uci.edu/wics-fall-quarter-week-4-twitter-qa-and-info-session?share=facebook	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2008%2F09%2F2008_speakerseries0809%2F&format=xml	complete
sli.ics.uci.edu/Classes/2012F-178?action=download&upname=HW1S.pdf	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fprofessionalsocial%2F	complete
sli.ics.uci.edu/Classes-2008F/Main?action=download&upname=texturemerge.pdf	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHuvecH3k36me3StdAlnRep2.REF_chr19.bam	complete
